Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
400,CA-2022-871939,04/23/2022,04/30/2022,Second Class,CG-42483,Customer_0084,Corporate,United States,Seattle,New York,87564,South,TEC-3440,Technology,Copiers,HP LaserJet Pro,1029.01,5,0.4,30.87
401,CA-2023-602550,03/20/2023,03/21/2023,Standard Class,CG-69302,Customer_0127,Consumer,United States,New York,Washington,11628,South,TEC-7662,Technology,Phones,Samsung Galaxy S23,1921.03,9,0.4,57.63
402,CA-2021-269662,03/22/2021,03/24/2021,Same Day,CG-84760,Customer_0192,Home Office,United States,New York,Florida,70786,Central,TEC-3271,Furniture,Tables,Bush Furniture,257.97,2,0.2,30.96
403,CA-2023-503575,12/11/2023,12/15/2023,First Class,CG-79588,Customer_0009,Corporate,United States,Houston,Texas,90281,East,TEC-9887,Furniture,Furnishings,Rogers Easel,340.1,1,0.0,95.23
404,CA-2023-639740,03/24/2023,03/31/2023,First Class,CG-16758,Customer_0029,Corporate,United States,Chicago,Florida,91151,East,TEC-1669,Office Supplies,Binders,Fellowes Binder,296.58,6,0.0,133.46
405,CA-2022-245129,01/18/2022,01/21/2022,First Class,CG-41278,Customer_0139,Consumer,United States,Houston,Washington,37498,East,TEC-4693,Office Supplies,Labels,Pres-a-ply Labels,84.86,2,0.1,31.4
406,CA-2021-574386,10/18/2021,10/21/2021,Same Day,CG-75726,Customer_0135,Consumer,United States,Houston,Washington,98907,Central,TEC-9730,Office Supplies,Art,Faber-Castell,22.53,1,0.3,4.73
407,CA-2021-287497,08/21/2021,08/25/2021,First Class,CG-20085,Customer_0028,Consumer,United States,Chicago,California,29392,Central,TEC-9131,Office Supplies,Binders,Avery Heavy Duty,187.94,8,0.4,24.43
408,CA-2020-596925,11/04/2020,11/11/2020,First Class,CG-65067,Customer_0114,Home Office,United States,New York,Texas,34780,East,TEC-2031,Office Supplies,Binders,Cardinal Showcase,411.48,7,0.0,185.17
409,CA-2020-609763,02/15/2020,02/22/2020,Same Day,CG-70031,Customer_0078,Home Office,United States,Los Angeles,Texas,32509,East,TEC-5259,Office Supplies,Storage,Storex Dura,337.12,10,0.3,70.8
410,CA-2021-748680,04/09/2021,04/13/2021,Second Class,CG-80165,Customer_0074,Consumer,United States,Los Angeles,New York,31135,Central,TEC-4897,Furniture,Chairs,HON 5700 Chair,1176.57,6,0.0,329.44
411,CA-2020-689810,08/27/2020,08/28/2020,Standard Class,CG-97235,Customer_0082,Corporate,United States,Los Angeles,Texas,68776,Central,TEC-9845,Office Supplies,Paper,Xerox 4200,173.93,5,0.1,64.35
412,CA-2020-435772,11/28/2020,12/03/2020,Second Class,CG-10562,Customer_0190,Home Office,United States,Seattle,Texas,94835,Central,TEC-5842,Technology,Phones,Samsung Galaxy S23,4059.26,8,0.5,-202.96
413,CA-2022-246195,08/28/2022,08/31/2022,Standard Class,CG-50380,Customer_0007,Corporate,United States,Seattle,New York,68454,East,TEC-6855,Office Supplies,Art,Faber-Castell,98.53,2,0.0,44.34
414,CA-2020-305222,07/08/2020,07/11/2020,Standard Class,CG-20956,Customer_0138,Corporate,United States,New York,Washington,61697,West,TEC-4185,Office Supplies,Paper,Georgia-Pacific,259.97,9,0.2,75.39
415,CA-2022-487585,10/01/2022,10/04/2022,Same Day,CG-58867,Customer_0004,Corporate,United States,Chicago,Texas,50381,West,TEC-8300,Office Supplies,Storage,Storex Dura,145.92,3,0.4,18.97
416,CA-2023-271746,02/22/2023,02/23/2023,Same Day,CG-64289,Customer_0036,Home Office,United States,Seattle,California,28827,East,TEC-4404,Office Supplies,Art,Dixon Ticonderoga,365.03,7,0.2,105.86
417,CA-2021-534649,09/13/2021,09/17/2021,Second Class,CG-82851,Customer_0119,Home Office,United States,Seattle,New York,36117,Central,TEC-4047,Technology,Copiers,Canon ImageCLASS,363.78,1,0.2,69.12
418,CA-2022-335426,02/20/2022,02/23/2022,Standard Class,CG-10320,Customer_0040,Corporate,United States,Chicago,Florida,26276,South,TEC-5713,Technology,Accessories,Belkin Charger,1988.2,5,0.5,-99.41
419,CA-2022-169966,05/04/2022,05/06/2022,First Class,CG-86161,Customer_0124,Home Office,United States,Houston,Texas,92312,South,TEC-8799,Office Supplies,Paper,Hammermill Copy Paper,101.18,2,0.5,5.06
420,CA-2023-435209,11/22/2023,11/29/2023,Same Day,CG-27759,Customer_0092,Consumer,United States,New York,Texas,57338,West,TEC-7873,Furniture,Chairs,Steelcase Leap,811.24,3,0.0,227.15
421,CA-2023-901834,07/27/2023,07/30/2023,Standard Class,CG-88480,Customer_0193,Consumer,United States,Seattle,Texas,51446,West,TEC-5932,Furniture,Bookcases,IKEA Billy,506.93,2,0.0,141.94
422,CA-2021-491133,07/09/2021,07/15/2021,Same Day,CG-64000,Customer_0088,Consumer,United States,New York,New York,30257,Central,TEC-9247,Technology,Accessories,Logitech MX Keys,254.78,1,0.2,48.41
423,CA-2021-537619,03/28/2021,04/04/2021,Same Day,CG-20013,Customer_0030,Consumer,United States,New York,Florida,55640,East,TEC-6104,Office Supplies,Labels,Pres-a-ply Labels,484.59,9,0.0,218.07
424,CA-2023-333159,11/16/2023,11/19/2023,Second Class,CG-28659,Customer_0177,Consumer,United States,Chicago,New York,37504,East,TEC-3133,Furniture,Bookcases,Sauder Bookcase,660.95,5,0.0,185.07
425,CA-2020-134385,06/09/2020,06/13/2020,Standard Class,CG-71483,Customer_0031,Corporate,United States,New York,California,49537,West,TEC-1168,Technology,Phones,Samsung Galaxy S23,1519.05,7,0.0,531.67
426,CA-2020-130680,07/16/2020,07/23/2020,Standard Class,CG-29078,Customer_0192,Corporate,United States,Seattle,Texas,56163,West,TEC-3630,Office Supplies,Paper,Georgia-Pacific,109.57,4,0.3,23.01
427,CA-2022-654527,10/22/2022,10/29/2022,Second Class,CG-35106,Customer_0073,Consumer,United States,Seattle,California,22934,East,TEC-4506,Office Supplies,Labels,Avery Address Labels,105.57,2,0.0,47.51
428,CA-2022-498055,10/29/2022,11/05/2022,Same Day,CG-38085,Customer_0132,Consumer,United States,Houston,California,51193,South,TEC-3025,Furniture,Tables,Lorell Mahogany,340.42,2,0.3,13.62
429,CA-2022-186243,08/12/2022,08/13/2022,First Class,CG-74711,Customer_0030,Corporate,United States,Chicago,Florida,88694,East,TEC-6111,Furniture,Bookcases,IKEA Billy,1321.42,5,0.0,370.0
430,CA-2023-981913,11/08/2023,11/15/2023,Same Day,CG-99015,Customer_0095,Consumer,United States,New York,Florida,98092,South,TEC-2723,Technology,Copiers,HP LaserJet Pro,1928.6,7,0.0,675.01
431,CA-2022-877447,03/22/2022,03/26/2022,Second Class,CG-18481,Customer_0094,Consumer,United States,Chicago,New York,87982,West,TEC-7623,Technology,Computers,HP EliteBook,3346.1,7,0.0,1171.13
432,CA-2020-473395,09/08/2020,09/10/2020,Same Day,CG-97382,Customer_0155,Corporate,United States,Houston,Washington,46554,South,TEC-3414,Office Supplies,Art,Faber-Castell,437.46,10,0.4,56.87
433,CA-2022-131167,07/20/2022,07/21/2022,Standard Class,CG-16927,Customer_0018,Corporate,United States,New York,New York,60152,West,TEC-6356,Furniture,Furnishings,Eldon Wave Desk,1128.37,4,0.0,315.94
434,CA-2020-614064,11/08/2020,11/11/2020,First Class,CG-81098,Customer_0088,Home Office,United States,Seattle,California,14141,West,TEC-8051,Technology,Copiers,HP LaserJet Pro,1269.7,4,0.5,-63.49
435,CA-2020-683707,08/31/2020,09/04/2020,First Class,CG-31514,Customer_0126,Corporate,United States,Los Angeles,Texas,60997,South,TEC-8986,Furniture,Furnishings,Eldon Wave Desk,1071.96,8,0.0,300.15
436,CA-2020-689567,08/12/2020,08/17/2020,Second Class,CG-76412,Customer_0015,Corporate,United States,Chicago,Florida,87469,South,TEC-7189,Office Supplies,Labels,Pres-a-ply Labels,386.0,9,0.5,19.3
437,CA-2023-977589,06/17/2023,06/23/2023,First Class,CG-55727,Customer_0190,Home Office,United States,New York,Texas,59882,Central,TEC-2594,Furniture,Bookcases,Sauder Bookcase,272.62,1,0.0,76.33
438,CA-2022-721314,05/26/2022,05/29/2022,Standard Class,CG-18585,Customer_0079,Consumer,United States,Chicago,New York,12583,Central,TEC-9821,Furniture,Bookcases,Sauder Bookcase,747.61,4,0.2,89.71
439,CA-2021-121393,10/29/2021,10/30/2021,Same Day,CG-87068,Customer_0006,Corporate,United States,Houston,Washington,61157,South,TEC-6282,Office Supplies,Art,Dixon Ticonderoga,504.51,9,0.2,146.31
440,CA-2023-274721,03/18/2023,03/19/2023,First Class,CG-57622,Customer_0112,Consumer,United States,Houston,California,80232,South,TEC-4507,Technology,Computers,HP EliteBook,3208.86,8,0.3,352.97
441,CA-2021-852570,08/11/2021,08/14/2021,Standard Class,CG-87576,Customer_0087,Corporate,United States,New York,Washington,79607,West,TEC-8786,Furniture,Furnishings,Deflecto Docuholder,3107.22,10,0.0,870.02
442,CA-2022-309795,05/24/2022,05/26/2022,Same Day,CG-62730,Customer_0065,Home Office,United States,Seattle,Florida,98022,Central,TEC-9971,Technology,Accessories,Belkin Charger,1865.82,5,0.3,205.24
443,CA-2021-693616,01/04/2021,01/05/2021,Standard Class,CG-78454,Customer_0052,Corporate,United States,Houston,New York,41506,East,TEC-3465,Office Supplies,Art,Sanford Pencils,245.74,8,0.4,31.95
444,CA-2023-379901,11/04/2023,11/11/2023,First Class,CG-94678,Customer_0042,Corporate,United States,Seattle,New York,63197,Central,TEC-4907,Furniture,Furnishings,Eldon Wave Desk,566.96,2,0.4,-22.68
445,CA-2020-542519,08/20/2020,08/22/2020,Standard Class,CG-36475,Customer_0041,Corporate,United States,Los Angeles,California,43868,East,TEC-5551,Technology,Computers,HP EliteBook,3153.22,8,0.4,94.6
446,CA-2023-188006,09/10/2023,09/15/2023,First Class,CG-88852,Customer_0077,Consumer,United States,Houston,Texas,98037,East,TEC-2479,Office Supplies,Binders,Fellowes Binder,410.31,8,0.0,184.64
447,CA-2022-620566,03/23/2022,03/30/2022,Standard Class,CG-41205,Customer_0154,Consumer,United States,Chicago,Texas,86588,East,TEC-7388,Technology,Phones,Motorola Edge,5158.57,9,0.2,980.13
448,CA-2021-528212,04/28/2021,05/02/2021,First Class,CG-87264,Customer_0015,Corporate,United States,Seattle,Texas,24806,East,TEC-6185,Technology,Phones,Apple iPhone 14,2351.88,4,0.5,-117.59
449,CA-2023-961264,01/22/2023,01/26/2023,First Class,CG-12762,Customer_0166,Home Office,United States,New York,California,98027,South,TEC-4926,Office Supplies,Paper,Xerox 4200,103.56,3,0.3,21.75
450,CA-2021-999308,06/02/2021,06/07/2021,Same Day,CG-60917,Customer_0003,Corporate,United States,Chicago,Texas,21829,South,TEC-4857,Furniture,Bookcases,IKEA Billy,517.46,2,0.1,103.49
451,CA-2021-183985,09/01/2021,09/03/2021,Same Day,CG-71746,Customer_0189,Corporate,United States,Chicago,Florida,23159,East,TEC-3627,Furniture,Bookcases,IKEA Billy,2256.31,7,0.2,270.76
452,CA-2023-828980,12/01/2023,12/04/2023,Standard Class,CG-16828,Customer_0165,Home Office,United States,Los Angeles,Florida,94030,West,TEC-3229,Furniture,Furnishings,Rogers Easel,2785.02,9,0.5,-334.2
453,CA-2020-361728,01/07/2020,01/11/2020,Second Class,CG-87858,Customer_0176,Corporate,United States,Chicago,Florida,72700,East,TEC-3187,Office Supplies,Storage,Storex Dura,232.89,10,0.0,104.8
454,CA-2021-495648,06/17/2021,06/19/2021,Second Class,CG-12717,Customer_0006,Home Office,United States,Seattle,New York,21662,Central,TEC-8576,Furniture,Tables,Safco Writing Desk,1518.3,7,0.4,-60.73
455,CA-2021-193387,02/10/2021,02/13/2021,First Class,CG-32298,Customer_0146,Consumer,United States,New York,Washington,67037,East,TEC-8433,Technology,Copiers,Brother HL-L2350DW,3081.1,7,0.0,1078.38
456,CA-2023-500633,10/11/2023,10/15/2023,Second Class,CG-66532,Customer_0053,Home Office,United States,Los Angeles,Texas,98760,West,TEC-4102,Technology,Computers,Dell Inspiron 15,1575.92,5,0.5,-78.8
457,CA-2022-360380,05/06/2022,05/08/2022,First Class,CG-86402,Customer_0176,Home Office,United States,Houston,California,11352,South,TEC-8682,Technology,Phones,Samsung Galaxy S23,1470.97,5,0.5,-73.55
458,CA-2020-871861,09/29/2020,10/06/2020,First Class,CG-19575,Customer_0025,Home Office,United States,New York,California,53628,Central,TEC-4847,Office Supplies,Art,Dixon Ticonderoga,194.13,4,0.4,25.24
459,CA-2022-803869,08/22/2022,08/25/2022,First Class,CG-27332,Customer_0144,Consumer,United States,Seattle,New York,44116,West,TEC-3783,Technology,Accessories,Belkin Charger,3523.75,10,0.4,105.71
460,CA-2022-248683,10/28/2022,11/01/2022,First Class,CG-25314,Customer_0081,Consumer,United States,Los Angeles,Florida,46831,Central,TEC-6907,Furniture,Tables,Safco Writing Desk,1815.38,6,0.4,-72.62
461,CA-2022-430870,05/30/2022,06/02/2022,Same Day,CG-29826,Customer_0143,Home Office,United States,Houston,California,34762,Central,TEC-3435,Office Supplies,Storage,Iris Weathertight,224.59,6,0.0,101.07
462,CA-2020-221660,04/21/2020,04/23/2020,Same Day,CG-15346,Customer_0114,Corporate,United States,Seattle,Florida,69999,East,TEC-9077,Technology,Copiers,HP LaserJet Pro,1447.16,3,0.4,43.41
463,CA-2020-975512,08/18/2020,08/25/2020,Second Class,CG-76681,Customer_0070,Home Office,United States,Seattle,New York,86486,East,TEC-1067,Technology,Accessories,Logitech MX Keys,2189.08,4,0.0,766.18
464,CA-2022-127223,12/13/2022,12/20/2022,First Class,CG-99300,Customer_0175,Consumer,United States,Houston,Texas,87376,East,TEC-2737,Furniture,Chairs,HON 5700 Chair,2353.82,8,0.3,94.15
465,CA-2021-723068,10/24/2021,10/26/2021,Standard Class,CG-53178,Customer_0012,Home Office,United States,Seattle,Florida,52587,West,TEC-3118,Technology,Copiers,Brother HL-L2350DW,3052.98,8,0.2,580.07
466,CA-2021-197046,03/08/2021,03/15/2021,Same Day,CG-43444,Customer_0046,Consumer,United States,Houston,California,12688,West,TEC-4411,Office Supplies,Storage,Storex Dura,49.75,1,0.4,6.47
467,CA-2020-871635,11/29/2020,12/03/2020,First Class,CG-99779,Customer_0155,Consumer,United States,Chicago,California,58163,South,TEC-9399,Furniture,Tables,Safco Writing Desk,1238.56,5,0.4,-49.54
468,CA-2021-893237,02/13/2021,02/17/2021,Same Day,CG-58265,Customer_0158,Consumer,United States,Houston,Florida,22182,South,TEC-1662,Furniture,Furnishings,Eldon Wave Desk,2750.85,10,0.0,770.24
469,CA-2022-404824,11/17/2022,11/20/2022,Same Day,CG-67325,Customer_0021,Corporate,United States,Chicago,New York,26749,South,TEC-5921,Office Supplies,Paper,Georgia-Pacific,171.68,3,0.0,77.26
470,CA-2021-635456,05/24/2021,05/29/2021,Same Day,CG-64135,Customer_0025,Corporate,United States,Seattle,Texas,56590,South,TEC-5175,Furniture,Chairs,IKEA Markus,708.65,2,0.0,198.42
471,CA-2023-187336,04/14/2023,04/15/2023,Same Day,CG-49013,Customer_0081,Home Office,United States,Houston,Florida,91764,West,TEC-5342,Technology,Copiers,Canon ImageCLASS,1611.49,3,0.0,564.02
472,CA-2021-554871,11/30/2021,12/07/2021,Standard Class,CG-10766,Customer_0102,Consumer,United States,New York,New York,95957,East,TEC-8817,Technology,Computers,Dell Inspiron 15,3037.27,10,0.0,1063.04
473,CA-2022-824211,07/31/2022,08/06/2022,Same Day,CG-49669,Customer_0023,Consumer,United States,Los Angeles,California,35008,South,TEC-2833,Office Supplies,Labels,Pres-a-ply Labels,256.9,8,0.3,53.95
474,CA-2020-982995,02/02/2020,02/08/2020,Second Class,CG-21284,Customer_0078,Corporate,United States,Los Angeles,Florida,65296,East,TEC-1357,Technology,Computers,HP EliteBook,1379.69,3,0.4,41.39
475,CA-2020-713654,08/26/2020,08/28/2020,Second Class,CG-36389,Customer_0076,Home Office,United States,Houston,California,53758,East,TEC-1129,Office Supplies,Art,Faber-Castell,166.28,8,0.5,8.31
476,CA-2020-138815,07/29/2020,08/04/2020,Same Day,CG-62386,Customer_0125,Home Office,United States,Seattle,Washington,98954,South,TEC-8993,Furniture,Furnishings,Rogers Easel,2739.6,10,0.2,328.75
477,CA-2021-380859,04/19/2021,04/25/2021,Same Day,CG-72041,Customer_0030,Corporate,United States,Seattle,Texas,68762,West,TEC-8147,Office Supplies,Binders,Cardinal Showcase,326.34,10,0.0,146.85
478,CA-2020-716204,02/12/2020,02/14/2020,First Class,CG-88918,Customer_0184,Home Office,United States,Houston,New York,48455,Central,TEC-7395,Office Supplies,Paper,Xerox 4200,225.15,6,0.1,83.31
479,CA-2022-799459,05/03/2022,05/10/2022,Same Day,CG-26920,Customer_0045,Consumer,United States,Los Angeles,Washington,74511,Central,TEC-2653,Furniture,Tables,Bush Furniture,782.46,4,0.0,219.09
480,CA-2022-373477,05/01/2022,05/05/2022,First Class,CG-98726,Customer_0041,Consumer,United States,Seattle,California,18344,Central,TEC-6533,Technology,Computers,Lenovo ThinkPad,599.7,1,0.3,65.97
481,CA-2022-906747,05/31/2022,06/01/2022,Standard Class,CG-83010,Customer_0069,Consumer,United States,Seattle,Washington,97750,East,TEC-2706,Technology,Computers,HP EliteBook,2987.33,5,0.3,328.61
482,CA-2023-963617,12/17/2023,12/18/2023,Standard Class,CG-76493,Customer_0027,Consumer,United States,New York,New York,57400,South,TEC-3572,Furniture,Chairs,HON 5700 Chair,2774.14,10,0.0,776.76
483,CA-2021-450861,08/21/2021,08/27/2021,Second Class,CG-26119,Customer_0052,Corporate,United States,Houston,California,42154,South,TEC-8760,Office Supplies,Art,Dixon Ticonderoga,52.34,2,0.3,10.99
484,CA-2021-258975,11/30/2021,12/03/2021,Same Day,CG-39908,Customer_0036,Corporate,United States,Houston,Florida,70129,East,TEC-9456,Technology,Accessories,Anker USB-C Hub,2409.8,7,0.1,650.65
485,CA-2023-454737,10/29/2023,11/01/2023,First Class,CG-62645,Customer_0198,Consumer,United States,Houston,California,61546,West,TEC-1607,Furniture,Tables,Safco Writing Desk,3248.2,9,0.0,909.5
486,CA-2023-521530,09/14/2023,09/20/2023,First Class,CG-51116,Customer_0089,Consumer,United States,Chicago,Washington,90006,East,TEC-3406,Office Supplies,Binders,Fellowes Binder,530.16,9,0.4,68.92
487,CA-2023-831351,12/05/2023,12/09/2023,First Class,CG-95033,Customer_0104,Consumer,United States,Chicago,California,14845,South,TEC-9805,Office Supplies,Paper,Georgia-Pacific,515.34,10,0.5,25.77
488,CA-2021-646660,11/16/2021,11/20/2021,First Class,CG-93320,Customer_0041,Consumer,United States,New York,Washington,87660,East,TEC-5238,Office Supplies,Labels,Maco Labels,94.85,4,0.2,27.51
489,CA-2021-372374,05/09/2021,05/16/2021,First Class,CG-26228,Customer_0013,Home Office,United States,New York,Florida,49054,Central,TEC-1085,Office Supplies,Art,Dixon Ticonderoga,98.56,2,0.3,20.7
490,CA-2022-467355,07/17/2022,07/20/2022,First Class,CG-47294,Customer_0171,Home Office,United States,Seattle,New York,59501,East,TEC-9514,Office Supplies,Labels,Pres-a-ply Labels,484.02,9,0.1,179.09
491,CA-2021-846209,05/22/2021,05/23/2021,Same Day,CG-64008,Customer_0021,Consumer,United States,New York,Florida,27047,Central,TEC-8802,Office Supplies,Labels,Avery Address Labels,229.03,6,0.0,103.06
492,CA-2021-376502,03/15/2021,03/19/2021,Same Day,CG-93422,Customer_0109,Corporate,United States,Houston,Florida,31344,West,TEC-3364,Furniture,Furnishings,Rogers Easel,2292.63,9,0.4,-91.71
493,CA-2022-828205,11/01/2022,11/03/2022,Second Class,CG-69694,Customer_0122,Consumer,United States,Los Angeles,Washington,58409,South,TEC-2945,Office Supplies,Art,Sanford Pencils,490.78,9,0.0,220.85
494,CA-2023-223461,05/17/2023,05/24/2023,First Class,CG-49967,Customer_0096,Corporate,United States,Chicago,Florida,13667,South,TEC-3340,Technology,Phones,Samsung Galaxy S23,3158.36,10,0.0,1105.43
495,CA-2020-102187,10/18/2020,10/25/2020,Standard Class,CG-81766,Customer_0090,Consumer,United States,New York,Florida,73068,South,TEC-6074,Technology,Accessories,Anker USB-C Hub,1092.92,4,0.5,-54.65
496,CA-2023-629283,03/04/2023,03/08/2023,Same Day,CG-68973,Customer_0171,Corporate,United States,Los Angeles,Texas,21706,Central,TEC-7711,Furniture,Furnishings,Rogers Easel,1582.02,10,0.0,442.97
497,CA-2022-273659,03/04/2022,03/06/2022,Standard Class,CG-84972,Customer_0162,Home Office,United States,Chicago,Washington,94562,South,TEC-3028,Furniture,Chairs,IKEA Markus,2471.83,8,0.0,692.11
498,CA-2023-627054,08/11/2023,08/16/2023,Standard Class,CG-25765,Customer_0169,Home Office,United States,Los Angeles,California,46039,West,TEC-4371,Technology,Phones,Motorola Edge,2481.83,9,0.5,-124.09
499,CA-2021-456470,05/17/2021,05/24/2021,Same Day,CG-33659,Customer_0107,Consumer,United States,Seattle,Texas,60070,South,TEC-5213,Technology,Accessories,Anker USB-C Hub,2179.93,10,0.0,762.98
500,CA-2020-261719,07/05/2020,07/06/2020,First Class,CG-63382,Customer_0174,Consumer,United States,New York,Washington,52636,West,TEC-3973,Office Supplies,Paper,Xerox 4200,81.92,3,0.0,36.86
501,CA-2020-370463,02/25/2020,03/02/2020,Same Day,CG-25855,Customer_0014,Consumer,United States,Los Angeles,Washington,86812,West,TEC-4874,Furniture,Furnishings,Deflecto Docuholder,963.69,6,0.3,38.55
502,CA-2022-168637,10/06/2022,10/11/2022,Same Day,CG-13788,Customer_0105,Home Office,United States,Los Angeles,California,45279,South,TEC-2663,Technology,Accessories,Logitech MX Keys,2315.58,6,0.4,69.47
503,CA-2021-920910,05/19/2021,05/26/2021,Second Class,CG-58929,Customer_0139,Consumer,United States,Los Angeles,Washington,65542,East,TEC-8401,Furniture,Furnishings,Eldon Wave Desk,673.14,2,0.1,134.63
504,CA-2020-386578,03/26/2020,03/27/2020,First Class,CG-99128,Customer_0098,Corporate,United States,Los Angeles,Washington,76889,South,TEC-5609,Office Supplies,Storage,Iris Weathertight,60.07,3,0.5,3.0
505,CA-2020-552945,04/03/2020,04/05/2020,Second Class,CG-90012,Customer_0130,Corporate,United States,Chicago,Texas,69338,West,TEC-5473,Furniture,Chairs,Steelcase Leap,665.25,2,0.2,79.83
506,CA-2021-777844,05/18/2021,05/24/2021,Standard Class,CG-89794,Customer_0122,Consumer,United States,New York,New York,64154,Central,TEC-9011,Furniture,Tables,Lorell Mahogany,2071.14,10,0.0,579.92
507,CA-2022-804900,03/15/2022,03/20/2022,Standard Class,CG-56267,Customer_0097,Home Office,United States,Chicago,Florida,33224,West,TEC-1138,Office Supplies,Binders,Fellowes Binder,55.7,1,0.5,2.78
508,CA-2020-813612,09/12/2020,09/16/2020,First Class,CG-35101,Customer_0024,Home Office,United States,Chicago,New York,40704,Central,TEC-9090,Technology,Copiers,Canon ImageCLASS,1989.03,4,0.2,377.92
509,CA-2022-216335,01/13/2022,01/14/2022,First Class,CG-84593,Customer_0129,Corporate,United States,Los Angeles,Washington,35397,Central,TEC-3875,Furniture,Tables,Safco Writing Desk,1484.26,4,0.4,-59.37
510,CA-2020-648489,05/13/2020,05/18/2020,First Class,CG-35146,Customer_0174,Consumer,United States,Seattle,Washington,43150,East,TEC-8437,Office Supplies,Binders,Avery Heavy Duty,286.71,5,0.1,106.08
511,CA-2020-619647,01/05/2020,01/09/2020,First Class,CG-77797,Customer_0195,Consumer,United States,Los Angeles,California,46429,West,TEC-7882,Furniture,Furnishings,Eldon Wave Desk,777.15,5,0.5,-93.26
512,CA-2022-873266,12/26/2022,12/30/2022,Second Class,CG-65550,Customer_0020,Consumer,United States,Los Angeles,New York,53152,Central,TEC-6092,Technology,Copiers,Canon ImageCLASS,1396.34,6,0.0,488.72
513,CA-2020-981336,05/08/2020,05/14/2020,First Class,CG-42394,Customer_0028,Corporate,United States,Los Angeles,Texas,17134,West,TEC-6465,Technology,Copiers,HP LaserJet Pro,437.01,1,0.3,48.07
514,CA-2022-163634,11/30/2022,12/07/2022,Standard Class,CG-59465,Customer_0081,Home Office,United States,New York,New York,18126,East,TEC-8240,Technology,Copiers,Canon ImageCLASS,3452.59,8,0.0,1208.41
515,CA-2020-991215,04/22/2020,04/25/2020,Same Day,CG-62649,Customer_0025,Home Office,United States,Houston,New York,88587,South,TEC-1173,Technology,Phones,Motorola Edge,423.7,1,0.2,80.5
516,CA-2022-716366,07/17/2022,07/21/2022,Second Class,CG-24156,Customer_0027,Consumer,United States,Seattle,California,87710,South,TEC-4172,Furniture,Chairs,Steelcase Leap,238.52,1,0.3,9.54
517,CA-2023-244360,03/19/2023,03/21/2023,Standard Class,CG-17928,Customer_0033,Corporate,United States,Seattle,Florida,77256,Central,TEC-6861,Furniture,Furnishings,Eldon Wave Desk,2361.56,10,0.1,472.31
518,CA-2021-108474,09/29/2021,10/04/2021,Second Class,CG-17512,Customer_0061,Home Office,United States,Seattle,California,65320,East,TEC-6633,Technology,Copiers,HP LaserJet Pro,3371.6,10,0.3,370.88
519,CA-2021-728896,02/04/2021,02/06/2021,First Class,CG-85813,Customer_0145,Corporate,United States,Seattle,Texas,64879,East,TEC-6384,Technology,Accessories,Logitech MX Keys,3823.3,8,0.5,-191.17
520,CA-2020-589199,11/28/2020,11/29/2020,Second Class,CG-41328,Customer_0124,Home Office,United States,Chicago,Florida,36911,South,TEC-7558,Technology,Copiers,Canon ImageCLASS,455.51,1,0.1,122.99
521,CA-2021-249319,01/12/2021,01/19/2021,First Class,CG-67725,Customer_0050,Home Office,United States,Seattle,Texas,15754,West,TEC-1486,Furniture,Chairs,HON 5700 Chair,795.03,6,0.0,222.61
522,CA-2021-287214,02/11/2021,02/13/2021,Second Class,CG-12817,Customer_0046,Corporate,United States,New York,California,98795,Central,TEC-3248,Technology,Computers,HP EliteBook,1007.78,3,0.1,272.1
523,CA-2022-793013,02/15/2022,02/21/2022,Second Class,CG-79065,Customer_0160,Corporate,United States,New York,California,28931,West,TEC-3142,Furniture,Tables,Lorell Mahogany,1480.3,8,0.3,59.21
524,CA-2021-148439,01/23/2021,01/25/2021,Second Class,CG-80184,Customer_0076,Consumer,United States,Chicago,New York,16980,South,TEC-5588,Office Supplies,Storage,Storex Dura,371.82,10,0.1,137.57
525,CA-2020-887803,09/15/2020,09/22/2020,First Class,CG-75350,Customer_0133,Corporate,United States,Los Angeles,Texas,59005,South,TEC-9609,Technology,Phones,Samsung Galaxy S23,2259.49,10,0.4,67.78
526,CA-2023-317264,11/23/2023,11/27/2023,Second Class,CG-36607,Customer_0116,Consumer,United States,Houston,New York,50107,South,TEC-7963,Furniture,Bookcases,IKEA Billy,1991.68,7,0.0,557.67
527,CA-2022-409380,02/11/2022,02/16/2022,Same Day,CG-78002,Customer_0091,Consumer,United States,Seattle,California,70981,East,TEC-9392,Furniture,Bookcases,IKEA Billy,317.17,2,0.0,88.81
528,CA-2023-432420,06/26/2023,06/29/2023,First Class,CG-60118,Customer_0007,Consumer,United States,Houston,New York,44815,South,TEC-2243,Furniture,Furnishings,Eldon Wave Desk,1518.15,7,0.5,-182.18
529,CA-2022-203189,01/05/2022,01/06/2022,Standard Class,CG-19351,Customer_0093,Consumer,United States,Seattle,New York,53746,Central,TEC-4221,Office Supplies,Labels,Pres-a-ply Labels,102.87,2,0.1,38.06
530,CA-2023-108948,10/14/2023,10/17/2023,First Class,CG-46942,Customer_0089,Corporate,United States,Houston,Washington,95892,Central,TEC-1194,Furniture,Bookcases,Sauder Bookcase,3744.99,10,0.2,449.4
